symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"SOL","9hK5FMmhyiGtK4vxpdoQcYezUQLB3Q3ukfU9wFFjJxb6","","","","","","","","","","","","","","","","","","","","","","","","","0.000002245","","","","","","2026-07-10T04:53:19.240Z",""
"CRMT","7qyeRSdSFVn4XZny2gUJ5jeRvzdaGPuMpXABahenpump","","","","","","","","","","","","","","","","","","","","","","","","","4.262e-7","","","","","","2026-07-10T04:54:20.234Z",""
"AnsemPunk","Gc1UnZ9VNeRHd3Xr9KeajE3aYpLPi6oYr1dPTGzzpump","","","","","","","","","","","","","","","","","","","","","","","","","4.443e-7","","","","","","2026-07-10T04:54:21.332Z",""
"SFR","8JkBA8LTAeJe7hrASVexbWrZZ5ztuhdaPtHaP4Gopump","74","0.059259258","","","","","","","","","","","","","","","","","0.000005301","","","","","","","2026-07-10T04:55:21.265Z","","","","","",""
"ANSEM","Hu9fVmn9XGwLqHw2t8LMhahUP8Cvwr7LtN8TzgwKpump","56","5","","","","","","","","","","","","","","","","","0.000002251","","","","","","","2026-07-10T04:55:22.301Z","","","","","",""
"ANSEM","CAvnP4f8yLUYWL3yVZcb5oHNJnyyqz6PTBZEpX2opump","80","2","","","","","","","","","","","","","","","","","0.00001325","","","","","","","2026-07-10T04:55:23.329Z","","","","","",""
"REDBULL","EKf2DwT3rRzoovMXvgGr13CUcCrNF9aeTt5qKZiDpump","68","3.084444442","","","","","","","","","","","","","","","","","0.000002209","","","","","","","2026-07-10T04:56:20.250Z","","","","","",""
"Lorenzo","FCyWE1n8Zd3gjS1RtQsPg1zE5ztQ3eV4aEsMATuTpump","99","19.753086418","","","","","","","","","","","","","","","","","0.000007489","","","","","","","2026-07-10T04:56:21.227Z","","","","","",""
"SR","82SCrSXcC44TmYABSnUNT9Bz1pZAkkXPGcCuXPkFpump","","","","","","","","","","","","","","","","","","","","","","","","","3.61e-8","","","","","","2026-07-10T04:57:21.551Z",""
"ONE","G4kZ9EtKvdfwQu5aAFxBBUnGx1oPyTszYpqjR6Npump","95","16.790123455","","","","","","","","","","","","","","","","","0.000004618","","","","","","","2026-07-10T04:57:22.695Z","","","","","",""
"ANSEM","9CwDyi381MY9THJLTTVrfJzgBHwkmDZsxq3wMZ4vpump","","","","","","","","","","","","","","","","","","","","","","","","","4.196e-7","","","","","","2026-07-10T04:57:23.407Z",""
"BowTied","G1n9TACuAhVLq3NbM3BAEtX4uqyaUyQztciqrHFpump","56","5","","","","","","","","","","","","","","","","","0.000002251","","","","","","","2026-07-10T04:58:19.238Z","","","","","",""
"BowTied","8ZGc4Bc6PqkuyD4WavtZa6bZuPGNaxirRi9zSgTApump","59","5","","","","","","","","","","","","","","","","","0.00000231","","","","","","","2026-07-10T04:59:20.429Z","","","","","",""
"ANSEM","BmgZ6HFjXw64kuezf448zvDappkTEZ5UnMysYZwdpump","68","3.084444442","","","","","","","","","","","","","","","","","0.000002211","","","","","","","2026-07-10T04:59:21.254Z","","","","","",""
"FEBLE5","BQLfhvzXCmAVsMJ7E4UBqwVJyfzh1HdF5AuNxxNnpump","","","","","","","","","","","","","","","","","","","","","","","","","1.34e-8","","","","","","2026-07-10T05:00:19.239Z",""
"ridER","7qH81ZAwAigGFoYwbnYdJd5Nc9zbQ9PNqV9mmBtmpump","56","1.48148148","","","","","","","","","","","","","","","","","0.000002685","","","","","","","2026-07-10T05:01:20.222Z","","","","","",""
"SR","BfPj1caKXytjsy328ShumoziVyQmXV5WU3QJYWTKpump","","","","","","","","","","","","","","","","","","","","","","","","","4.415e-7","","","","","","2026-07-10T05:01:21.229Z",""
"RAT","GBjVkH7E3nrs8mpxM6KuoMWetREcFFoWQQfv1Qt7pump","56","5","","","","","","","","","","","","","","","","","0.000002212","","","","","","","2026-07-10T05:02:21.245Z","","","","","",""
"SR","B6Nvi8wWjcmXaWRSL36vFsjdthZ41oXqYoE5ohMLpump","65","0.050084894","","","","","","","","","","","","","","","","","0.00001578","","","","","","","2026-07-10T05:02:22.354Z","","","","","",""
"DEX","7tJw6jAxJdtahE6b9eZuz6yZGxrR7oYtrCRu6rH1pump","85","13.827160492","","","","","","","","","","","","","","","","","0.000006151","","","","","","","2026-07-10T05:02:23.240Z","","","","","",""
"SR","DDLauKVei7YYH8yctX5VdJYJJaVwsw7fDAJYHee4pump","","","","","","","","","","","","","","","","","","","","","","","","","3.182e-7","","","","","","2026-07-10T05:03:19.226Z",""
"TRENCHER","6yavAP7u2GxLn22Zi4QsejfdrXYfoodrF1Em3NNwpump","57","0.250000001","","","","","","","","","","","","","","","","","0.00001432","","","","","","","2026-07-10T05:04:19.300Z","","","","","",""
"ANSEM","GqGGqT7jw6jKKd8KRVDUzoGRxzNvHLbE5KsCuAWYpump","68","3.084444442","","","","","","","0","0","0","960","","","","","","","0.000002206","0.000002206","","","","","","2026-07-10T05:05:21.252Z","2026-07-10T05:08:18.332Z","","","","",""
"CAT","DqJX7kixd6h2Mz9YWikCU58dYfpayqiNruYZrU73pump","72","6.913580245","","","","","","","","","","","","","","","","","0.000008444","","","","","","","2026-07-10T05:05:22.357Z","","","","","",""
"SR","CKh9uy92HwyyavyPmZne9rfcwN2tZUNVwftBgwovpump","60","0.050084894","","","","","","","","","","","","","","","","","0.000005638","","","","","","","2026-07-10T05:05:23.514Z","","","","","",""
"ORANGE ","31KjgNMDw8fG4trdq7WrEtV9KG6sEpD4HrsWuhXmpump","","","","","","","","","","","","","","","","","","","","","","","","","1.228e-7","","","","","","2026-07-10T05:07:20.230Z",""
"SFFR","8G5MdE4pownriEU7k2YexgYFzMsr4854jX7biUw2pump","","","","","","","","","","","","","","","","","","","","","","","","","4.807e-7","","","","","","2026-07-10T05:07:21.314Z",""
"SFFR","2DCJMKs8RMtNC246qR5hc6op3bVmVu6UJc5a2KxXpump","","","","","","","","","","","","","","","","","","","","","","","","","4.486e-7","","","","","","2026-07-10T05:09:19.244Z",""
"Walter","2DvMSURhGw5HBfdrdwBsKNFkPmCxXuRTdSDunWKYpump","","","","","","","","","","","","","","","","","","","","","","","","","3.029e-7","","","","","","2026-07-10T05:10:19.235Z",""
"SR","7LHU61DC9ubxD3CdDmgyBodgPfZnTMmUfnfiiRfbpump","55","0.059259258","","","","","","","","","","","","","","","","","0.000001505","","","","","","","2026-07-10T05:11:19.290Z","","","","","",""
"son","8QrbZtHvsYHEc5qUVTc3h6Uz6hg7wY63J5TBjJRxpump","","","","","","","","","","","","","","","","","","","","","","","","","3.295e-7","","","","","","2026-07-10T05:12:20.221Z",""
"SPIRITS","ACSCQkgTPoc1kww4TQ1oKAnBzATdTEQnJg6jovurpump","56","5","","","","","","","","","","","","","","","","","0.000002208","","","","","","","2026-07-10T05:12:21.231Z","","","","","",""
"kitten","5akm7hggDCv5buhfmTY1SyBfi8v4SGshZiMbT9aZpump","100","9.8","","","","","","","","","","","","","","","","","0.000008787","","","","","","0.000002266","2026-07-10T05:13:21.219Z","","","","","2026-07-10T05:16:18.253Z",""
"TripleC","7LJgFw4Qa4d6fJg5KXv7nPqb441GwJgsrebxnuP5pump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002272","","","","","","2026-07-10T05:13:22.233Z",""
"son","DcCjhVx93YiFY9QwEuVjn4bBgFXnzbQPJUAQjDqNpump","","","","","","","","","","","","","","","","","","","","","","","","","3.356e-7","","","","","","2026-07-10T05:13:23.219Z",""
"TripleC","J4JkqxkXgyyQ2Nhv6drWvBipJCe6tZutkSMTYdnKpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002207","","","","","","2026-07-10T05:16:20.237Z",""
"son","88SHEyMn9j8GuQoRiWn5egzToiBsac8jBtXN4gEdpump","","","","","","","","","","","","","","","","","","","","","","","","","2.636e-7","","","","","","2026-07-10T05:16:21.386Z",""
"IIS","82NFpMhxSqbAmXqh1za6aWu3tXwEZnYNaXdTjcKjpump","68","3.084444442","","","","","","","","","","","","","","","","","0.000002428","","","","","","0.000002357","2026-07-10T05:17:19.225Z","","","","","2026-07-10T05:20:18.305Z",""
"CAT","3cX2Uw9P8bvCsoAb1WVRiGAKfsJ3CB7H8cs25AYzpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002208","","","","","","2026-07-10T05:19:19.231Z",""
"FEBLE5","GVdAXaacHNwbM4d3JGyPRURdzMVstSUXf24B7YGtpump","75","4.938271603","","119.923","","","","","18","660","-16.8","960","-44.99753573188763","","","","","","0.000006015","0.00002029","","","0.00001116","","","2026-07-10T05:21:19.215Z","2026-07-10T05:24:18.378Z","","","2026-07-10T05:26:18.301Z","",""
"CWH","39CKvcUM1MQ84ZaLwuYqfd177mw5ui77yHMAcvmApump","67","4.938271603","","","","","","","","","","","","","","","","","0.000002999","","","","","","","2026-07-10T05:24:19.278Z","","","","","",""
"$CRYGED","23PrQhYFBwVHkq1xLTKiALi5mF7tA7h6kf86iP1ipump","57","0.493827159","","","","","","","0","0","-4","960","","","","","","","0.000001379","0.000001396","","","","","","2026-07-10T05:25:21.229Z","2026-07-10T05:31:18.227Z","","","","",""
"SR","2KYdwm3qACVmW8KxrVNaSFyEH9sywAKh6uJn3UnMpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001643","","","","","","2026-07-10T05:27:20.216Z",""
"Public","4e2T5CKcYsyWarTSxZY5uMqU4JLV5D1w6pMhRUoDpump","63","3","","","","","","","","","","","","","","","","","0.00000344","","","","","","0.000002231","2026-07-10T05:27:21.221Z","","","","","2026-07-10T05:31:18.243Z",""
"Voxelchu","DKJEj5maHE4mNfrrbV63N5PbULYAnJZH8JVFs6gQpump","","","","","","","","","0","0","0","960","","","","","","","","0.000002207","","","","","","","2026-07-10T05:28:18.278Z","","","","",""
"SOL1000","3pwFvqLLMp3FdY2dMA4sBDQqFjhj1v2K9xXzKvfypump","","","","","","","","","","","","","","","","","","","","","","","","","7.598e-7","","","","","","2026-07-10T05:30:19.272Z",""
"GUY","8LeKLH2gYxNsFgejhWEva7X8qLfmwKmoDG3ymrsipump","80","6.814814813","","120.06","","","","","3.8","60","-40.5","960","-33.62737236033146","","","","","","0.000003538","0.000003741","","","0.000002483","","","2026-07-10T05:31:19.245Z","2026-07-10T05:34:18.358Z","","","2026-07-10T05:36:18.418Z","",""
"IRIS","DLk1AUJtxNTjudZgPaeiKKnRPfWkcC6fkwpdGN4tpump","60","3","","","","","","","","","","","","","","","","","0.000002259","","","","","","","2026-07-10T05:32:21.217Z","","","","","",""
"Robin","E7xbQbrevwsnLBksAUHNeiFg7UyBBmuYxD6LDnr3pump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001329","","","","","","2026-07-10T05:32:22.252Z",""
"SR","CHEysmSo22V3Shy171WPZbexwD97XMJ4Xg3JngCQpump","","","","","","","","","","","","","","","","","","","","","","","","","7.758e-7","","","","","","2026-07-10T05:32:23.209Z",""
"3122331231","DqZzwUmwQKLNR5kTGRziLdfm5ioZ4Pscaj9qS2xJpump","","","","","","","","","","","","","","","","","","","","","","","","","2.143e-7","","","","","","2026-07-10T05:33:19.248Z",""
"SR","FpHGMMnQwjVafZZdUhFpRZHeLrfghJPn3eTstwdupump","55","0.059259258","","","","","","","0","0","0","960","","","","","","","0.000005299","0.000005299","","","","","","2026-07-10T05:34:20.233Z","2026-07-10T05:37:18.249Z","","","","",""
"kat","FnVRSY3w8EtnHHrBezxXpYfgcXhAUiGbkSubmMcpump","72","6","","","","","","","","","","","","","","","","","0.00000232","","","","","","","2026-07-10T05:34:21.223Z","","","","","",""
"FTX","4GggwoK7rFGyWsWep9Xz2zjjnp2ds4zbSjCk7LmBpump","","","","","","","","","","","","","","","","","","","","","","","","","4.403e-7","","","","","","2026-07-10T05:35:19.211Z",""
"DEFIAI","HtHer7bPcCcR7emZFeAbKEJU687A9KeBq8VT9X1Ypump","62","2.222222221","","","","","","","","","","","","","","","","","0.000002214","","","","","","","2026-07-10T05:39:19.218Z","","","","","",""
"BULLIEVE ","3XADadSyRpcPcAF6nhjjZQutTbTK9xdxLMJaKZfvpump","56","1.48148148","","","","","","","","","","","","","","","","","0.000002214","","","","","","","2026-07-10T05:40:21.211Z","","","","","",""
"WIFE","HupykA7QDQniJutsUXDWKXCGKg4HFjG2vS4CHy13pump","58","3","","","","","","","","","","","","","","","","","0.000004425","","","","","","0.000002221","2026-07-10T05:41:19.215Z","","","","","2026-07-10T05:45:18.256Z",""
"cult","x6YxYgc1w48ubpgyp4Repi1LdDeZ8mXK6iTWpHKpump","78","6","","","","","","","","","","","","","","","","","0.000002214","","","","","","","2026-07-10T05:42:18.377Z","","","","","",""
"Vortle","CASWmuYAXLrrNjYizEo6Dv44MCR4qGcDgGGphsthpump","93","0.019753085","","","","","","","0","0","-0.1","960","","","","","","","0.000002221","0.000002223","","","","","","2026-07-10T05:44:20.269Z","2026-07-10T05:49:18.375Z","","","","",""
"ATP","2FJX9o7hkV5uc6NkWhvVP37iudGVeqqFTRx7SE3Hpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002239","","","","","","2026-07-10T05:45:19.212Z",""
"Tula","7s17RjFWgySfo7WfbRpSKVUQ3uxfxFhgRLzRyo6upump","57","5","","","","","","","","","","","","","","","","","0.000002415","","","","","","","2026-07-10T05:46:19.631Z","","","","","",""
"Kittens","4zeh8SJpn99HMxSyMg4YeowCNE5pDdpmq2D7UkS1pump","64","5.000000001","","","","","","","","","","","","","","","","","0.000002397","","","","","","","2026-07-10T05:46:20.269Z","","","","","",""
"run","7ysozxtCmQKpojXx8b4BebHzSHBuZyocTdhEgLHGpump","78","6","","","","","","","0","0","-0.4","960","","","","","","","0.000002219","0.000002219","","","","","","2026-07-10T05:48:20.233Z","2026-07-10T05:52:18.352Z","","","","",""
"JEWCOIN","8rn2XXpvUDh4JwpqhJKHKJNY7Z9YZe4vYUrXVEkapump","","","","","","","","","","","","","","","","","","","","","","","","","8.529e-8","","","","","","2026-07-10T05:48:21.240Z",""
"chickenshit","EaiRxpaautrGzLhq2Lm9btn5pjHsrYXifX3WiGcNpump","56","3","","","","","","","","","","","","","","","","","0.000005804","","","","","","0.000002232","2026-07-10T05:49:19.226Z","","","","","2026-07-10T05:54:18.329Z",""
"HNW","7eXqw3q5eJZDKLSF1K25hsxux3rPpSfz9XF5SnDGpump","92","5","","","","","","","","","","","","","","","","","0.000002318","","","","","","","2026-07-10T05:51:20.251Z","","","","","",""
"HNW","8RfBuZPJxLHvzTUCkAeMZtLGv6ZHhNKBowgnF1gnpump","56","3","","","","","","","","","","","","","","","","","0.000002214","","","","","","","2026-07-10T05:51:21.198Z","","","","","",""
"WIF","6eLuzJQmQ7jvK4gkGJMsBqfo64J9LZ1QehoVKnYnpump","69","3.6","","","","","","","","","","","","","","","","","0.000002503","","","","","","","2026-07-10T05:53:19.224Z","","","","","",""
"Lorenzo","GXFbzABNNudRVeaXZMigRY8ivnAnqLLa32PKiQASpump","","","","","","","","","","","","","","","","","","","","","","","","","5.788e-9","","","","","","2026-07-10T05:56:22.210Z",""
"BMBMB","DxtwwxH6rpV5DNrEQEusF3Wbe1VPskUqoxVMMicmpump","56","0.164000001","","","","","","","","","","","","","","","","","0.000002349","","","","","","","2026-07-10T05:56:23.212Z","","","","","",""
"SOBSCOIN","CTYHDDdj4obRvTP3aZ4wAVSPBC7eByKnyvKPm8RApump","56","1.97530864","","119.988","","","","","0","0","-45.1","960","-28.073498768706195","","","","","","0.000004768","0.000005279","","","0.000003797","","","2026-07-10T05:56:24.293Z","2026-07-10T06:01:18.260Z","","","2026-07-10T06:03:18.248Z","",""
"catwifbag","2FSfkdy2GC5tvBDzETyv1moiF7fGFUWCfBTn5Dgdpump","78","6","","","","","","","","","","","","","","","","","0.000002264","","","","","","","2026-07-10T05:56:25.201Z","","","","","",""
"JEWCOIN","BF2gzu48Hr38jbC9AM4rfAcjQQQxYVzaCHdkwFPpump","","","","","","","","","","","","","","","","","","","","","","","","","1.457e-8","","","","","","2026-07-10T05:57:19.332Z",""
"OG","Fao8h1VPp3f8WeGnyUcr9NopbrKWqrKB2dRREFtSpump","","","","","","","","","","","","","","","","","","","","","","","","","8.228e-7","","","","","","2026-07-10T06:02:19.011Z",""
"RHINO","7xhgNArkt4uLw1bvdPzE8g56gWhaaNRbBY2EVJFcHssi","","","","","","","","","0","0","0","960","","","","","","","","0.00000244","","","","","","","2026-07-10T06:03:18.260Z","","","","",""
"heisen","FdaZzpYZC62zrTsJkAbmGXdbn1i9pjDJKj5oxxkJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMBL","2TkJRmh8mkxKCM2HN9wZvFid3GMaKFhA9E8AN6grpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001025","","","","","","2026-07-10T06:04:19.189Z",""
"GMBL","3wzPz5B6qoG1b1GiNJm49skQoSKGto9fbk716jurpump","","","","","","","","","","","","","","","","","","","","","","","","","5.805e-7","","","","","","2026-07-10T06:05:21.199Z",""
"shekels","C1vcVX1jPgZDx8uaE52W8LkvANeXX8QvCgcDuBnLpump","","","","","","","","","","","","","","","","","","","","","","","","","7.903e-7","","","","","","2026-07-10T06:05:22.227Z",""
"SOL","AGrQWc11UBfyaJa8mSwwSQ5yB7rWtznJqN7cfSwpump","58","5","","","","","","","","","","","","","","","","","0.00000361","","","","","","","2026-07-10T06:05:23.192Z","","","","","",""
"SOL","Da6Pm6t6Bo83VuircHnTMRYRxcxngNSSS6x7XJwepump","63","3","","","","","","","","","","","","","","","","","0.000002212","","","","","","","2026-07-10T06:06:20.252Z","","","","","",""
"GMBL","sMK6V9PBBQThVZ9mmZgPESaUcr4fFUSiRpD6CuYpump","","","","","","","","","","","","","","","","","","","","","","","","","2.133e-7","","","","","","2026-07-10T06:06:21.205Z",""
"TripleF","GqtefsqW6nSrNr4SnHDbYyqyqAP5kSgtDok8bcsipump","76","2.962962961","","","","","","","0","0","0","960","","","","","","","0.000002163","0.000002163","","","","","","2026-07-10T06:07:19.344Z","2026-07-10T06:10:18.443Z","","","","",""
"LEMUR","HmNeXfb7S2XS3HHTZCvRZFcPAToS67AqfX2ggisypump","55","3","","","","","","","","","","","","","","","","","0.000003446","","","","","","0.000002222","2026-07-10T06:08:19.202Z","","","","","2026-07-10T06:12:18.332Z",""
"SEVN","4ADbqob9nQPJCSu9TBfF7MA4rHeHvbWizLGuugmTpump","57","0.250000001","","","","","","","","","","","","","","","","","0.000001393","","","","","","0.000001462","2026-07-10T06:09:19.198Z","","","","","2026-07-10T06:12:18.347Z",""
"BMBMB","5Uhn2SdDSB154AoMbrTVkqKneUgTEKTsm3vtht6Upump","","","","","","","","","","","","","","","","","","","","","","","","","7.481e-7","","","","","","2026-07-10T06:10:20.222Z",""
"BMBMB","6XNRagyHWUnHL9LFqQdDhHjpRK6hdSJsH7kgYeD8pump","","","","","","","","","","","","","","","","","","","","","","","","","3.091e-7","","","","","","2026-07-10T06:10:21.202Z",""
"BMBMB","4wm1QgA583UHLwGkmm5nfU9r4vv76ykKvACqFVwJpump","","","","","","","","","","","","","","","","","","","","","","","","","9.599e-7","","","","","","2026-07-10T06:11:19.202Z",""
"BMBMB","BaDKR6z3c5P8B2ph9eavRxtgmai3fCTKB45BNZrXpump","57","0.170000001","","","","","","","","","","","","","","","","","0.000003621","","","","","","","2026-07-10T06:12:19.207Z","","","","","",""
"k","8qf6C164VeDEHjmDwmvL7tb6mMtpWK8oAfXta4uzpump","72","5","","","","","","","","","","","","","","","","","0.00001417","","","","","","","2026-07-10T06:15:19.197Z","","","","","",""
"kwh","waDG69DyQDqJY4SVMgwD8CTTWq3nvXdQ1dSsAiPpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002223","","","","","","2026-07-10T06:16:19.270Z",""
"$AAAH","Fav8RVnbUzvQGBPwGWEYZvBMb7h2fq4eBZWtMGo8pump","56","1.48148148","","","","","","","12.1","120","0","960","","","","","","","0.000002702","0.000003108","","","","","","2026-07-10T06:19:21.201Z","2026-07-10T06:22:18.441Z","","","","",""
"Vulcan","J67YmdZs3wMdDm7wSwBoAAcF9ASFfqiFtzTCsNYjpump","67","3","","","","","","","","","","","","","","","","","0.000002207","","","","","","","2026-07-10T06:20:19.249Z","","","","","",""
"blep","22aELWPj6x44mPuGEbpcwtx4ruJVkRisFAoZejv2pump","61","1.97530864","","","","","","","","","","","","","","","","","0.000002207","","","","","","","2026-07-10T06:21:19.181Z","","","","","",""
"THICK","DewjkWPTo5kHDame1qFTcUPHtC68xxDGhafPJiKopump","61","1.97530864","","59.909","","","","","0","0","-13","960","-12.962962962962967","","","","","","0.000002538","0.000002538","","","0.000002209","","","2026-07-10T06:22:18.382Z","2026-07-10T06:22:18.395Z","","","2026-07-10T06:23:18.304Z","",""
"BEAST","AVWcmQ4SXv33LorzwEKjaCMBP7KDVzCbhr6p1d5zpump","","","","","","","","","","","","","","","","","","","","","","","","","3.308e-7","","","","","","2026-07-10T06:23:20.204Z",""
"BBBULL","3WmsTfg2Po8fgvUPQMhBgqTAWWs4PwEGdbtBWnCupump","","","","","","","","","","","","","","","","","","","","","","","","","1.1e-7","","","","","","2026-07-10T06:23:21.186Z",""
"kitten","8pQMaxwtB94aTY7ApYoYHUHyQy5EtyMNmp2kL2cBpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002795","","","","","","","2026-07-10T06:26:19.309Z","","","","","",""
"Lorenzo","7r7KdxZZBVvqr242GrGnDiQHkM1QrbYdnrzuv6JMpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000004516","","","","","","","2026-07-10T06:27:21.194Z","","","","","",""
"DoubleT","EqoVc7A5uzc4VigmH4cz4naNA5Yh6RCi5ZKTrtdqpump","63","3","","","","","","","","","","","","","","","","","0.000002247","","","","","","","2026-07-10T06:27:23.204Z","","","","","",""
"protocol","9Pi8bgHLyzxb2qHpEGWqVN13yL6E2QAnKPN4JERupump","","","","","","","","","","","","","","","","","","","","","","","","","5.438e-7","","","","","","2026-07-10T06:27:24.277Z",""
"YAAA","7FSQkT95nK4E14RVMcLrVPrWnNghjSXBVbmoEm8pump","56","1.97530864","","","","","","","","","","","","","","","","","0.000002522","","","","","","","2026-07-10T06:28:18.329Z","","","","","",""
"SLIME","2nMQPgrUEvKUCeGf3HaUWAL2TXD49QzMvLuAEo32pump","","","","","","","","","","","","","","","","","","","","","","","","","2.594e-7","","","","","","2026-07-10T06:29:19.298Z",""
"CAPTOLY","GQrKmrUBwnatvC3627ZNgTyd8aiy6dmCd4HUBsmJpump","","","","","","","","","","","","","","","","","","","","","","","","","3.807e-7","","","","","","2026-07-10T06:30:22.202Z",""
"TungTung","C4UcVAEEiRA87qGf4EM5ZuLSdevSi8hTpw7Gdf5Spump","","","","","","","","","","","","","","","","","","","","","","","","","3.647e-7","","","","","","2026-07-10T06:30:23.253Z",""
"FEBLE5","G81acZHB6WZv5JC3GE3dR1ntgf7Ykg1xZq4f5P4rpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000004212","","","","","","","2026-07-10T06:31:19.210Z","","","","","",""
"Joe","Dyk4mTQTUrGcRLvJdMUEyQWjmqXTL8Zz7Fh6A9gwpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002222","","","","","","2026-07-10T06:32:19.204Z",""
"KWH","3cM7h6WN35GzJPsxusECuPFYZEFpB1Gy7JzcnzXEpump","","","","","","","","","","","","","","","","","","","","","","","","","0.00000242","","","","","","2026-07-10T06:33:22.237Z",""
"DoubleB","5Erxh2Hfnm7dLFJCTajFjGMLtdhyAk4uWddZixSNpump","56","3.456790121","","","","","","","","","","","","","","","","","0.000002403","","","","","","","2026-07-10T06:33:23.206Z","","","","","",""
"whitedog","7MLt5TTC2yr35NmChPrbSrQ8caUwNKg8hgnEcwUEpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000003459","","","","","","","2026-07-10T06:33:24.199Z","","","","","",""
"CAPTOLY","EL3LzGqjn7xoncvJL84dg43dk2CPznaMZSa17tVDpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000004274","","","","","","","2026-07-10T06:33:25.192Z","","","","","",""
"CAT","AKPg9ozBjTYKbdUp28ybaQGcSHKTQ1u79vg92MbVpump","80","6.913580245","","","","","","","","","","","","","","","","","0.000002233","","","","","","","2026-07-10T06:34:22.180Z","","","","","",""
"FEBLE5","6npXHtDZiRyhFKxvYh6wxBLqnqAkdiCatvMdrNi4pump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002547","","","","","","","2026-07-10T06:34:23.200Z","","","","","",""
"Joe","7vynTLyGh1atXyfsiKn8EAReAHNjTQqrQBc3erykpump","95","38.123456789","","","","","","","","","","","","","","","","","0.00001564","","","","","","0.000002207","2026-07-10T06:34:24.258Z","","","","","2026-07-10T06:36:18.219Z",""
"SOL","9j4N73GbbAuHUsigPs6AEQWNBsEXojYai1dXPxJfpump","61","4.938271603","","","","","","","","","","","","","","","","","0.000005477","","","","","","","2026-07-10T06:34:25.202Z","","","","","",""
"protocol","6TS7oVqKeqRBHQr9iTfd8L1VLsSpjBVUwu8a9fafpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000005032","","","","","","","2026-07-10T06:35:19.194Z","","","","","",""
"k","Ciaj1XUknM4XzAieyoobmwAr3b7ZfJdMX64joyqNpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002594","","","","","","","2026-07-10T06:36:19.194Z","","","","","",""
"PATAPIM","6ZfY4E4RD2eAdN9eVCiMJ7w6MVoBo6fV3pe82ujhpump","64","2.4691358","","","","","","","","","","","","","","","","","0.000002232","","","","","","","2026-07-10T06:37:22.203Z","","","","","",""
"CAT","FCXxviyNqpvTg84PjcjVDF7uT8D7LnadCJmToUwKpump","63","2.962962961","","","","","","","","","","","","","","","","","0.000002274","","","","","","","2026-07-10T06:37:23.195Z","","","","","",""
"SLIME","72ShGy2wuJFpxBrbDYm6bgRSucFM9CsYJMRMKamppump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002486","","","","","","","2026-07-10T06:37:24.195Z","","","","","",""
"k","BNx1J52nKr9Er4UitEA9W7qWTsbf7dCYRt4CqDgJpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001065","","","","","","2026-07-10T06:37:25.206Z",""
"PL","6N4LaQVzyo2BW7uioG5S4mATru24tt4y6La3kSpCN9FP","57","6.913580245","","","","","","","","","","","","","","","","","0.000002341","","","","","","","2026-07-10T06:38:20.200Z","","","","","",""
"JAWA","9AeNrf7iJDVoW1NhGyGmDeQN7ob63Kk786ASBZsZpump","","","","","","","","","","","","","","","","","","","","","","","","","3.914e-7","","","","","","2026-07-10T06:39:19.256Z",""
"TungTung","DVZRbffw7Bu7h1L2tXcntbdvQmHFN13VnVDzGKW3pump","71","4.938271603","","","","","","","","","","","","","","","","","0.000002208","","","","","","","2026-07-10T06:40:22.173Z","","","","","",""
"Crying","6WMBDMQUvc75LXWcWNGfevBApD2gn9gWFSBcCpUqpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002226","","","","","","2026-07-10T06:40:23.196Z",""
"FEBLE5","CYWV71ervtKXkiQzGcuWo8YH7CmwwHepdq3tWUo3pump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002714","","","","","","","2026-07-10T06:40:24.211Z","","","","","",""
"CAT","GiGhycmDav3zA46SjysaxKEdD9pRpF6ppfPjsEtmpump","","","","","","","","","","","","","","","","","","","","","","","","","4.436e-7","","","","","","2026-07-10T06:40:25.185Z",""
