symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"RAINMAKER","JrqLZGwPMSpy4gQPpj87FhYB2ALRjb2HMnLqtempump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.026e-7","","","","","","2026-07-13T03:49:19.899Z",""
"VIPER","DaUCksftjpv9RR1yoi7RHUfjz4amtsDBaFdANdqspump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002161","","","","","","2026-07-13T03:49:20.903Z",""
"XERIS","9pj6cMKbpjsnPTR274KdujL7kqSXFuVRR6Fwnx9Fpump","62","0.116158021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004795","","","","","","","2026-07-13T03:50:18.892Z","","","","","",""
"cards","8MMGBCPr1WeSGfWMzBp9P9gEHeMVJEBiqrwFfiCnpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.954e-8","","","","","","2026-07-13T03:50:19.955Z",""
"VIPER","HRzqQsemnUQykvqrTjwGKfiq1VfMwnKZLqoRoKoqpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002326","","","","","","2026-07-13T03:50:20.994Z",""
"febu","J4LPLLvUuEecdonmrZyCAYuBZPjoQ5wxn6Cai5axpump","62","0.112016702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006509","","","","","","","2026-07-13T03:51:19.902Z","","","","","",""
"TripleF","EGDrbA1Lg4cpK7oKTWmWJfP79ywbstzHxGGNFi1pump","100","0.296250053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002125","","","","","","","2026-07-13T03:51:20.898Z","","","","","",""
"BIH","QHoivcdZJekUtfd9MbrLrR1doyyUqPvz8EMmHk3pump","60","0.246913579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003561","","","","","","","2026-07-13T03:51:21.903Z","","","","","",""
"VIPER","7CprKaHquYeZ4gQKNA6L5iUryU6kEDm8oGUiiYNmpump","69","14.814814813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001966","","","","","","","2026-07-13T03:51:22.931Z","","","","","",""
"CUBO","C38KmJmrCKDTjxhnpide3jwmSb5ktncLoJ2Tdj63pump","79","9.113001215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002331","","","","","","","2026-07-13T03:52:17.897Z","","","","","",""
"ANSEM","7nhUeFeYrckbm5z7DibGojZt7bB8nrPtvudgrZhEpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.209e-7","","","","","","2026-07-13T03:52:18.900Z",""
"MASK","Do91tTysFfBoZ7pGbxwGXx4t9MkM3T5r5eVqHPwHpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.078e-7","","","","","","2026-07-13T03:53:18.907Z",""
"three","8xr4mJ6CNNyW5dFwUrmQ2WMGZra2no9UMo5HUtRTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.915e-7","","","","","","2026-07-13T03:53:19.907Z",""
"$GOKU","GZ4otQAvmoUg5K5FRGCx4TMYvrp1pcbKBzEpUGjrpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.235e-8","","","","","","2026-07-13T03:53:20.903Z",""
"world","6uJxtGQMi1CZZo5sZuNiRSU9PjCECxvAhJ8KHmpbpump","60","0.181461004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004455","","","","","","","2026-07-13T03:54:19.906Z","","","","","",""
"VIPER","HyiLpunDAYdbKZTe3Un4SsDisBcMvh8jZDmYuAfqpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000216","","","","","","2026-07-13T03:54:20.900Z",""
"GEEG","27FxtBvRMfYqREqSBdf8241uHqxz6LUuUwpXT5VQpump","85","14.814814813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001726","","","","","","","2026-07-13T03:54:21.905Z","","","","","",""
"PINKBULL","8bzPGP5SMRXHdwy64iJ6Kyd8AGEZ6LAreGDFEz8upump","73","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000297","","","","","","","2026-07-13T03:55:19.934Z","","","","","",""
"MAYGIRL","9c17bkwpfJfsY7JgrcR173dDNFRhwqiWtiLLTZACpump","62","0.098765431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000247","","","","","","","2026-07-13T03:55:20.899Z","","","","","",""
"VIPER","8vGZd7FKu4Dks8enoT21PJCNwAKhWiRiiUyMz73hpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002182","","","","","","2026-07-13T03:55:21.884Z",""
"STACY","3xRUdc1R4wnVigbPQJsH5JYcoXsaXeVP2N5t86W5pump","77","1.161665053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005103","","","","","","","2026-07-13T03:55:22.898Z","","","","","",""
"GIRLANA","ANP1c218SEK5QjAcqea7HoZ2rWUnHdE9Jox8C6Ghpump","70","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005938","","","","","","","2026-07-13T03:56:18.914Z","","","","","",""
"VIPER","EG3tfb1Lpwu62v8c3gQEegE4uS1YnkmbS44KBXjapump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002189","","","","","","2026-07-13T03:56:19.896Z",""
"GEEG","8cMZsLuHBWUzMopzaiSJTKADDR4HMNo1ja98paevpump","80","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000212","","","","","","","2026-07-13T03:56:20.894Z","","","","","",""
"SCHESS","HtugSoVCN2xYUdJrGQH1dF9s1Uot6Fo29AuSFYwbpump","85","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003375","","","","","","","2026-07-13T03:57:18.900Z","","","","","",""
"VIPER","8JsGm9zqdzJqqDg4NJpU8yUMdcinzPvE5quajcUkpump","68","14.814814813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001853","","","","","","0.000002201","2026-07-13T03:57:19.891Z","","","","","2026-07-13T03:58:16.036Z",""
"$TRUMP","7PPCVxmpayn6qh44sDKKnuZM3xcGnnoVNSDB3PEipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.743e-7","","","","","","2026-07-13T03:57:20.942Z",""
"Rich23","5M8t2uFYvVCHUMUeZbv3s1XwForijh54UoFFA6Zopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.068e-7","","","","","","2026-07-13T03:59:17.906Z",""
"PRINT","8sYsdxAUkiVMkH8XbGE6QbePAB3C1jRkrH4P3CVTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.719e-7","","","","","","2026-07-13T03:59:18.902Z",""
"Xiaohuang","XqKrVgDPyDncwqSuN2GD32qcMaLf3nXT5CwWAVupump","76","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000009971","","","","","","","2026-07-13T04:00:17.901Z","","","","","",""
"VIPER","Gge28qfgxCHNz8fs9Y2zmWVEKkfUYmEPx4Resbj3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002191","","","","","","2026-07-13T04:00:18.895Z",""
"PRINT","DdHHZf8NwfNzaycvcj79x5uQbGSz2PGHCpUPuZdcpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.632e-7","","","","","","2026-07-13T04:01:18.902Z",""
"younglbj","BucfBpw7SPu2r9MEb1KyDzeHWZFzxfXCoqLrXRL7pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001269","","","","","","2026-07-13T04:01:19.892Z",""
"$TRUMP","7JCdtPCYNFUgBraVTKt6gtDyG6mWFqSo5p2E1Aw2pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.524e-7","","","","","","2026-07-13T04:01:20.892Z",""
"GIRL MONEY","9TZU6nqYF3632YNapEeA349FYKDjLUfshCMMZvMmpump","82","10.864197529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003953","","","","","","","2026-07-13T04:02:16.908Z","","","","","",""
"KRJ23","B43wsEbG6ZUjQM6EJRPtkUxUtHh4sQAzqdc68i7Jpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.868e-7","","","","","","2026-07-13T04:03:18.902Z",""
"GOLD","DrwDiKrTvCu3ZM1zDSdAwhv3GYWe45CPWceKeWo3pump","61","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002467","","","","","","","2026-07-13T04:03:19.944Z","","","","","",""
"VIPER","EUyu3XGGcPdnqSN5ietj9z4VWxiFmXDLmQVx8rB1pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002195","","","","","","2026-07-13T04:03:20.884Z",""
"Babycoin","BXU4zyNVTJCNv8FwqVtQPVR8dVrTdmUayHKaM4g3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.123e-7","","","","","","2026-07-13T04:04:19.944Z",""
"ATTILA","Bbqwoht9MHxRh33SzrTGBwFYkTSC9brStTWzrz93pump","64","0.250000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003025","","","","","","","2026-07-13T04:04:20.881Z","","","","","",""
"PINKJAK","2KtxVYKMSAvHsRY4jAkhG4Kfy8A69FxYtx3t7t93pump","100","5.135802467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000786","","","","","","","2026-07-13T04:04:21.881Z","","","","","",""
"PFU","6MvMER7AsDMnzrxMwqCsYyRCdss8i6gvegGZJwRbpump","90","27.654320986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000008806","","","","","","","2026-07-13T04:04:22.886Z","","","","","",""
"VIPER","HzBAgWFTrUGV1EyBmw1ApJoVgsZiuobTSWQbK9Jwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002158","","","","","","2026-07-13T04:05:19.898Z",""
"VIPER","GreoFDzLFztJSdhxJeAz8vKYJcAHyWe5KSTuw5n1pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002164","","","","","","2026-07-13T04:05:20.908Z",""
"VIPER","2spTL5zuTzX1vbiMs1jSPypJHcWTSW8gKrjztnzDpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002171","","","","","","2026-07-13T04:05:21.875Z",""
"Home33","2prV66XV7DDcN1Qbb9pdT811MT3Ceqco8QHMnXbhpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.741e-7","","","","","","2026-07-13T04:05:22.954Z",""
"BLACKROCK","GAVDCUnKwUs6nZFaf7pKrzwRWWx6F1nTypLmtM1bpump","62","0.098765431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006183","","","","","","","2026-07-13T04:06:19.942Z","","","","","",""
"ANSEM","EEMfY6H2dxPniFNziNq3KKPydFd2QzeGHDugXfQFpump","63","0.098765431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001319","","","","","","","2026-07-13T04:06:20.980Z","","","","","",""
"One ","8ycT9GyLrsw69wUxeMxEa5sNMMcwDkzV5nWHjMLGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.908e-7","","","","","","2026-07-13T04:06:21.890Z",""
"VIPER","B2cxxJdyYZx5fHyfTqh13ceF1BwtGR2VjXdtpsUPpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002183","","","","","","2026-07-13T04:06:22.899Z",""
"BLACKROCK","9LtXmUXusPzdGvDT3nutpfnpuDTP1GjUp9F5yrMopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.023e-7","","","","","","2026-07-13T04:07:19.902Z",""
"Stats23","EZYCqGk3VR4x2xXyNuDrV7ssrYzPwrhHjBEBVeGLpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.587e-7","","","","","","2026-07-13T04:07:20.905Z",""
"VIPER","AmuJRGsyqfVXQ8U3CQSQBMKyMkekWYgmTJ8JToXVpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002172","","","","","","2026-07-13T04:07:21.891Z",""
"Golden23","4Fb8WBLbfA2egogYAZTz41h5XjYJfjEsDybbvrESpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.06e-7","","","","","","2026-07-13T04:07:22.882Z",""
"VIPER","49M8NsAZQFS6bQnBEuEzdz1ERqoSBCAcPjCXpTSNpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002165","","","","","","2026-07-13T04:08:18.898Z",""
"VIPER","3bop5YoWrv7JcEQDLWz7XZLJjaRUMqPV8Hh8WuUbpump","81","14.814814813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004841","","","","","","0.000002147","2026-07-13T04:08:19.878Z","","","","","2026-07-13T04:11:15.948Z",""
"RBN","cNB7KB38wrMyW6xsL8u426KYwhc4cmviJuSbABWpump","93","0.250000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001546","","","","","","","2026-07-13T04:08:20.894Z","","","","","",""
"VIPER","65yHWr7WMQNAJRVKfisWGPPw9jHnAksetuUgjnqmpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002145","","","","","","2026-07-13T04:09:18.888Z",""
"VIPER","AkzkLAyHRDy7Nxk55Rx4geme34Wg5UvC3qx8Ezuupump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002141","","","","","","2026-07-13T04:09:19.893Z",""
"Home33","6wU3Y2ycRfroo3CJaS3Tqmj3hrUuYHJs9dYg9meCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.081e-7","","","","","","2026-07-13T04:09:20.915Z",""
"LSS33","GA6E39D8jsa8enDWBkT9rikTWiQ6woHQjxYyafDgpump","65","1.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002531","","","","","","0.000001519","2026-07-13T04:10:19.894Z","","","","","2026-07-13T04:14:15.942Z",""
"i1","G7TyQwcJZwuEAGJr7wPCvc6h7pmwQvvAoLjRkZN8pump","91","0.250000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001424","","","","","","0.000001424","2026-07-13T04:10:20.874Z","","","","","2026-07-13T04:14:15.966Z",""
"BOPO","489PinnUzV4WvRp6K4mcXogY8SpSa7TBjNBLBoA9oMdN","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.238e-7","","","","","","","2026-07-13T04:10:21.877Z","","","","","",""
"VIPER","9dddbLoeJGgpnbYkCfCkyHQEe1tbdBZD1gxmkMrtpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002145","","","","","","2026-07-13T04:10:22.875Z",""
"LOD","KnaN4VWM8K9f7uqdHkH6jSEgj5SUBPRDdcr5tN5pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.63e-7","","","","","","2026-07-13T04:11:18.881Z",""
"BULLDV","5sKsTimXj2FAEjSnUCSv77R2Xhaeu7J8bCJhximFpump","73","0.98765432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003327","","","","","","","2026-07-13T04:11:19.878Z","","","","","",""
"VIPER","Bs9VwW2t8r8KJN3YygVbCTnaoivqBkdzxdjfQWxvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002179","","","","","","2026-07-13T04:11:20.932Z",""
"Stats23","3K4WZGToNQ9AsGzozsmv1VCskCdweLqvHxDbpAeopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.422e-7","","","","","","2026-07-13T04:12:19.891Z",""
"$WORLDEND","Fcgqudjfwayyn1Jz8xnGwVyNq9zrQwLYLbAyXctpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.506e-7","","","","","","2026-07-13T04:12:20.970Z",""
"ok","6u7QzXDYYyd48JNeH61xx8B41NUZd3u7ExnVEVGVpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45e-7","","","","","","2026-07-13T04:12:21.892Z",""
"LUCI","8B6Wibpxs8nFyrfw1fbZU4g21erYStTFgSqEA6Hgpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.596e-7","","","","","","2026-07-13T04:12:22.877Z",""
"VIPER","437yKEQSvNsK1vuHw9ExFQTdzZvXbxEZZxhuAU6Ppump","66","14.814814813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001948","","","","","","","2026-07-13T04:13:19.888Z","","","","","",""
"ok","2Mk6oJMdGbnJpRvtqgPPf7ZsJDzhRBzYBYjtkJhqpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.746e-7","","","","","","2026-07-13T04:13:20.911Z",""
"Rich23","7zTaWk11E5rt8aksXBR8YWsdnGuNuDKrKi5hYyLJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.742e-7","","","","","","2026-07-13T04:13:21.874Z",""
"VIPER","BgTb4M6qaHYXAvaYVXiArmTuhqwG5bCzSb2zHVcCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002219","","","","","","2026-07-13T04:13:22.891Z",""
"LSS33","78RPJEoBpf6jpC3gMnohAKzeT56wKWkgNMi7358Upump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.401e-7","","","","","","2026-07-13T04:14:16.888Z",""
"HELLBULL","7xevqqGADX1wfYeBVFuaTiHZwZwBnYjnbWRn5Dcpump","71","0.98765432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002298","","","","","","","2026-07-13T04:15:19.881Z","","","","","",""
"RVMSM736","5ohWwTVwGqUAbofat2qFneQisQmvH1G2wcX89jjKpump","62","1.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004736","","","","","","5.945e-7","2026-07-13T04:15:20.890Z","","","","","2026-07-13T04:17:15.901Z",""
"LRC23","2UEgi8vqMFhqWxCLdbnm4dY6f6FNmo4oJKMCVYo5pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.174e-7","","","","","","2026-07-13T04:15:21.892Z",""
"$FINISH","47fgTCXMBxqwyTvKS1DSXVDh3vp3GUWKwpC5gHqfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.656e-7","","","","","","2026-07-13T04:16:19.003Z",""
"BIBI","GZe6oYqQF7GBayumVApzPMXCtxKXafGKE49eJ7eFpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002124","","","","","","0.000002124","2026-07-13T04:16:19.879Z","","","","","2026-07-13T04:18:16.022Z",""
"ok","7YhkiQ38rGpQge6st59Q59EAwMc6jfTFFiu21x2Ypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.153e-7","","","","","","2026-07-13T04:16:20.876Z",""
"LOD","HBc12XTVDfKGaNpNiNg8wtBco7mU1Znho4XTEgJxpump","63","0.069135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000374","","","","","","","2026-07-13T04:17:15.918Z","","","","","",""
"FSM33","7hWa9UQc9JaRLeDZywmyPcidPT2SVbZNHXzZnv1Mpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.626e-7","","","","","","2026-07-13T04:17:18.043Z",""
"LUCKY","78Ytq1KgurXybZsqzr4gGmsoeahpDk29mWp7aNfRpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.511e-7","","","","","","2026-07-13T04:17:18.913Z",""
"assist33","C4tsSy2fTZL7pfvePrM8unFyHR2T923QuZcbRRQhpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.543e-7","","","","","","2026-07-13T04:18:16.891Z",""
"$FINISH","7NU4m8uajd5CahTCaWewHuZecCQKwVRu9RCAwpmpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.572e-7","","","","","","2026-07-13T04:19:19.898Z",""
"VIPER","YyRubiG1SmTvpC1KYhCwcMzvoaDpBecrCjN4V2ypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002153","","","","","","2026-07-13T04:19:20.883Z",""
"SOLT","sSL6JinMaeG11UunQkKfaB2W5JYGLCCiSztLMLepump","81","10.429629628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00002727","","","","","","","2026-07-13T04:19:21.923Z","","","","","",""
"LUCKY","FfBeFX7jVYH7PTzkf6e2qCBxtXnYME5NEGfYNNErpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.207e-7","","","","","","2026-07-13T04:19:22.873Z",""
"191512","98xvXma3LvMwoHeQqLYJEHAtB97Pd2Db7p7U7skfpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002564","","","","","","","2026-07-13T04:20:19.892Z","","","","","",""
"ROCK","6AaLLyq9ARuirgyar4XjBbiDrEAMWwZXaiKRxifDnX9j","70","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007578","","","","","","","2026-07-13T04:20:20.889Z","","","","","",""
"VIPER","Adzdp6V43zmozyybwB1Q4cSXv54ENLWJuh6rFUprpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000219","","","","","","2026-07-13T04:20:21.891Z",""
"Fish33","H7fvT8EsQwrMp3Tn2YQeChqX1Kc5vzYBBfEL8JQRpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.51e-7","","","","","","2026-07-13T04:20:22.870Z",""
"BoB","BMWqk1ZcfkifX18EzsNr7pZphSiQkqRdTpNmdYTupump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.42e-8","","","","","","2026-07-13T04:21:18.888Z",""
"Stats23","E3ciP3bGHvNzsE9VrAZnB8uNTZCfsap6a2sEdvnrpump","60","1.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002053","","","","","","","2026-07-13T04:21:19.940Z","","","","","",""
"BFG","94cWhp7A7aMHRyy3qXMfETtZD8Nxe6CcyZSHaCETpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001094","","","","","","2026-07-13T04:22:19.890Z",""
"WORLD CUP","EJ7Lv9dHujZjkuqBB7r96XRRMsHZazUGvMWqweqopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.604e-7","","","","","","2026-07-13T04:22:20.893Z",""
"Pro","ANQ5J4rna8fSj1tXhmD78SqvkQgDHvfDjufFzqinpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001235","","","","","","2026-07-13T04:22:21.886Z",""
"VIPER","AcY9QhcS9SosZBm9nrtbfbeR6AcxrUXM6xQ7t42bpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002149","","","","","","2026-07-13T04:22:22.889Z",""
"BoB","FyLhaq3UJS1LoiJmdaWwA4gMbdRAUvoTc14vcWLApump","91","0.250000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002441","","","","","","","2026-07-13T04:23:19.872Z","","","","","",""
"LOD","43jhgvxdPsoziEkEkUhUetVx9pQfdSQdahCDMj1fpump","61","0.069135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000144","","","","","","","2026-07-13T04:23:20.883Z","","","","","",""
"VIPER","3Z1Ss32HUvjDgEn6J27P5cX1EDmRAVkSC8hRbmE8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002163","","","","","","2026-07-13T04:23:21.890Z",""
"DBULL","DT9Ezh4FUjKuqiA82MKQ3eejvPBDvRTBREMbP9fMpump","100","0.345679011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002195","","","","","","","2026-07-13T04:23:22.879Z","","","","","",""
"VIPER","BB7mGtXC5xQcrpXvqBctUZ7gbwHDm19kfxawkPHwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002155","","","","","","2026-07-13T04:24:19.875Z",""
"Bucktooth","7LPUTuS2pjsH9Ej1ND1zScBy232VNwoLGi5czLeapump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.627e-7","","","","","","2026-07-13T04:24:20.934Z",""
"CONTROLF","ELYWtG7FStpRDRHTNfXApGxhFHtPwX5Qo16PtzX2pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.139e-7","","","","","","2026-07-13T04:24:21.869Z",""
"CRGS73","AL8rGhrJ3Ub9oFktyvtp1Ahqa8X9mKLMtC99PEGTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.973e-7","","","","","","2026-07-13T04:24:22.891Z",""
"Pumpfunny","68EJCzDDFzoGKuMYcAMRRxW74xQdJ6K4TgJpRVctpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.744e-7","","","","","","2026-07-13T04:25:19.884Z",""
"BULLISH","Cvk43wYEQfhxi5vfErjG7ZgPzJRajeSJ7x6oe4B5pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001074","","","","","","2026-07-13T04:25:20.868Z",""
